S.No.,State Code,State Name,Local Body Code,Local Body Version,Local Body Name (In English),Local Body Name (In Local),Localbody Type Code,Census 2011 Code
2385,27,Maharashtra,251518,4,Shirur,शिरूर,5,802807
2386,27,Maharashtra,276374,2,Shirur-Anantpal,शिरुर-अनंतपाल,7,560562
2387,27,Maharashtra,275726,2,Shirur Kasar,शिरुर कासार,7,559021
2388,27,Maharashtra,251553,2,Shrigonda,श्रीगोंदा,5,802832
2389,27,Maharashtra,251544,2,Shrirampur,श्रीरामपूर,5,802826
2390,27,Maharashtra,251511,2,Shrivardhan,श्रीवर्धन,5,802804
2391,27,Maharashtra,297092,2,Sillod Municipal Council,सिल्लोड नगरपरिषद,5,7125
2392,27,Maharashtra,276362,3,Sindewahi,सिंदेवाही,7,541049
2393,27,Maharashtra,259701,3,Sindhakeda,सिंदखेडा,7,526155
2394,27,Maharashtra,251333,2,Sindi,सिंडी,5,802695
2395,27,Maharashtra,251307,2,Sindkhed Raja,सिंदखेड राजा,5,802671
2396,27,Maharashtra,251447,2,Sinnar,सिन्नर,5,802780
2397,27,Maharashtra,276288,2,Sironcha,सिरोंचा,7,540146
2398,27,Maharashtra,251577,2,Solapur,सोलापूर,4,802856
2399,27,Maharashtra,251419,2,Sonpeth,सोनापेथ,5,802756
2400,27,Maharashtra,251436,2,Soyagaon,सोयगाव,7,548490
2401,27,Maharashtra,251434,1,Surgana,सुरगाणा,7,549783
2402,27,Maharashtra,276270,4,Tala,तळा,7,554759
2403,27,Maharashtra,276315,2,Talasari,तलासरी,7,551566
2404,27,Maharashtra,251522,1,Talegaon Dabhade,तळेगाव दाभाडे,5,802809
2405,27,Maharashtra,251275,2,Talode,तालोडे,5,802640
2406,27,Maharashtra,251636,2,Tasgaon,तसगाव,5,802894
2407,27,Maharashtra,251309,3,Telhara,तेल्हारा,5,802673
2408,27,Maharashtra,251471,7,Thane,ठाणे,4,802787
2409,27,Maharashtra,251370,3,Tirora,तिरोरा,5,802715
2410,27,Maharashtra,276289,3,Tiwsa,तिवसा,7,532528
2411,27,Maharashtra,251441,1,Trimbak,त्रंबक,5,802775
2412,27,Maharashtra,251570,1,Tuljapur,तुळजापूर,5,802849
2413,27,Maharashtra,248079,2,Tumsar,तुमसर,5,802712
2414,27,Maharashtra,251565,2,Udgir,उदगीर,5,802844
2415,27,Maharashtra,251484,3,Ulhasnagar,उल्हासनगर,4,802791
2416,27,Maharashtra,251573,1,Umarga,उमरगा,5,802852
2417,27,Maharashtra,251393,3,Umarkhed,उमरखेड,5,802731
2418,27,Maharashtra,251366,1,Umred,उमरेड,5,802711
2419,27,Maharashtra,251491,1,Uran,उरण,5,802795
2420,27,Maharashtra,251633,2,Uran Islampur,उरण इस्लामपूर,5,802891
2421,27,Maharashtra,263834,2,Vabhave Vaibhavwadi Nagar Panchayat,वाभवे -वैभववाडी,7,566375
2422,27,Maharashtra,251616,2,Vadgaon Kasba,वडगाव कसबा,5,802883
2423,27,Maharashtra,276637,2,Vadgaon Mawal,वडगाव मावळ,7,556053
2424,27,Maharashtra,276416,2,Vaduj,वडुज,7,563537
2425,27,Maharashtra,251431,1,Vaijapur,वैजापूर,5,802768
2426,27,Maharashtra,300385,2,Vairag,वैराग,7,0
2427,27,Maharashtra,276273,1,Varangaon,वरणगांव,5,527150
2428,27,Maharashtra,251463,9,Vasai-Virar,वासी-विरार,4,802785
2429,27,Maharashtra,251611,2,Vengurla,वेंगुर्ला,5,802879
2430,27,Maharashtra,276316,2,Vikramgad,विक्रमगड,7,551844
2431,27,Maharashtra,251635,3,Vita,विटा,5,802893
2432,27,Maharashtra,276318,2,Wada,वाडा,7,552182
2433,27,Maharashtra,277475,1,Wadgaon,वडगांव,5,541656
2434,27,Maharashtra,251359,2,Wadi,वाडी,5,535970
2435,27,Maharashtra,275731,1,Wadvani,वडवणी,7,559435
2436,27,Maharashtra,251586,1,Wai,वाई,5,802865
2437,27,Maharashtra,251363,2,Wanadongri,वानाडोंगरी,5,536125
2438,27,Maharashtra,251397,2,Wani,वणी,5,802734
2439,27,Maharashtra,251334,1,Wardha,वर्धा,5,802696
2440,27,Maharashtra,251376,2,Warora,वॉरोरा,5,802719
2441,27,Maharashtra,251326,2,Warud,वरूड,5,802688
2442,27,Maharashtra,276312,2,Washi,वाशी,7,567438
2443,27,Maharashtra,251319,3,Washim,वाशिम,5,802681
2444,27,Maharashtra,251386,9,Yavatmal,यवतमाळ,5,802727
2445,27,Maharashtra,251284,4,Yawal,यावल,5,802648
2446,27,Maharashtra,303131,1,Yerkheda,,7,0
2447,27,Maharashtra,251450,2,Yevla,येवला,5,802781
2448,27,Maharashtra,272845,3,Zari Zamani,झरी झामणी,7,543914
2449,14,Manipur,276527,3,Andro,Andro,5,0
2450,14,Manipur,276501,2,Bishnupur,Bishnupur,5,0
2451,14,Manipur,276546,3,Heirok,Heirok,5,0
2452,14,Manipur,276547,2,Imphal,Imphal,4,0
2453,14,Manipur,276503,2,Jiribam,Jiribam,5,0
2454,14,Manipur,276500,2,Kakching,Kakching,5,0
2455,14,Manipur,276536,2,Kakching Khunou,Kakching Khunou,5,0
2456,14,Manipur,276505,2,Kumbi,Kumbi,5,0
2457,14,Manipur,276525,2,Kwakta,Kwakta,5,0
2458,14,Manipur,276508,2,Lamlai,Lamlai,5,0
2459,14,Manipur,276545,3,Lamsang,Lamsang,5,0
2460,14,Manipur,276548,3,Lilong (Imphal West),Lilong (Imphal West),5,0
2461,14,Manipur,276502,3,Lilong (Thoubal),Lilong (Thoubal),5,0
2462,14,Manipur,276552,2,Mayang Imphal,Mayang Imphal,5,0
2463,14,Manipur,276514,2,Moirang,Moirang,5,0
2464,14,Manipur,276515,3,Nambol,Nambol,5,0
2465,14,Manipur,276530,2,Ningthoukhong,Ningthoukhong,5,0
2466,14,Manipur,276506,2,Oinam,Oinam,5,0
2467,14,Manipur,276551,2,Samourou,Samourou,5,0
2468,14,Manipur,276553,3,Sekmai,Sekmai,5,0
2469,14,Manipur,276509,2,Shikhong Sekmai,Shikhong Sekmai,5,0
2470,14,Manipur,276510,2,Sugunu,Sugunu,5,0
2471,14,Manipur,276550,2,Thongkhong Laxmi,Thongkhong Laxmi,5,0
2472,14,Manipur,276498,2,Thoubal,Thoubal,5,0
2473,14,Manipur,276511,2,Wangjing Lamding,Wangjing Lamding,5,0
2474,14,Manipur,276549,2,Wangoi,Wangoi,5,0
2475,14,Manipur,276513,2,Yairipok,Yairipok,5,0
2476,17,Meghalaya,249809,1,Baghmara,Baghmara,5,801539
2477,17,Meghalaya,249820,1,Jowai,Jowai,5,801545
2478,17,Meghalaya,279714,1,Khliehriat,Khliehriat,7,0
2479,17,Meghalaya,249811,1,Mairang,Mairang,7,801541
2480,17,Meghalaya,282009,1,Mawkyrwat,Mawkyrwat,7,0
2481,17,Meghalaya,249812,2,Nongpoh,Nongpoh,7,801542
2482,17,Meghalaya,249810,1,Nongstoin,Nongstoin,7,801540
2483,17,Meghalaya,249807,1,Resubelpara,Resubelpara,5,801537
2484,17,Meghalaya,249814,1,Shillong,Shillong,5,801544
2485,17,Meghalaya,249806,1,Tura Municipal Board,Tura Municipal Board,5,801536
2486,17,Meghalaya,249808,1,Williamnagar,Williamnagar,5,801538
2487,15,Mizoram,249770,2,Aizawl,Aizawl,6,801506
2488,15,Mizoram,277318,3,Aizawl Municipal Co-Operation,Aizawl Municipal Co-Operation,4,0
2489,15,Mizoram,249765,1,Bairabi,Bairabi,6,801502
2490,15,Mizoram,249775,2,Biate,Biate,6,801511
2491,15,Mizoram,249773,2,Champhai,Champhai,6,801510
2492,15,Mizoram,249768,2,Darlawn,Darlawn,6,801504
2493,15,Mizoram,249781,2,Hnahthial,Hnahthial,6,801517
2494,15,Mizoram,249774,2,Khawhai,Khawhai,6,801509
2495,15,Mizoram,249772,2,Khawzawl,Khawzawl,6,801508
2496,15,Mizoram,249766,1,Kolasib,Kolasib,6,801503
2497,15,Mizoram,249763,1,Lengpui,Lengpui,6,801499
2498,15,Mizoram,249780,2,Lunglei,Lunglei,6,801516
2499,15,Mizoram,249762,2,Mamit,Mamit,6,801498
2500,15,Mizoram,249767,1,N.Kawnpui,N.Kawnpui,6,801500
2501,15,Mizoram,249778,2,N.Vanlaiphai,N.Vanlaiphai,6,801514
2502,15,Mizoram,249782,1,Saiha,Saiha,6,801519
2503,15,Mizoram,249769,2,Sairang,Sairang,6,801505
2504,15,Mizoram,249771,2,Saitual,Saitual,6,801507
2505,15,Mizoram,249776,1,Serchhip,Serchhip,6,801512
2506,15,Mizoram,249777,1,Thenzawl,Thenzawl,6,801513
2507,15,Mizoram,249779,2,Tlabung,Tlabung,6,801515
2508,15,Mizoram,249764,1,Vairengte,Vairengte,6,801501
2509,15,Mizoram,249761,2,Zawlnuam,Zawlnuam,6,801497
2510,13,Nagaland,276216,1,Aboi Town Council,Aboi Town Council,7,0
2511,13,Nagaland,299085,1,Aghunato Town Council,Aghunato Town Council,7,0
2512,13,Nagaland,299086,1,Atoizu Town Council,Atoizu Town Council,7,0
2513,13,Nagaland,276219,1,Bhandari Town Council,Bhandari Town Council,7,0
2514,13,Nagaland,253207,2,Changtongya Town Council,Changtongya Town Council,7,801453
2515,13,Nagaland,299088,3,Chiephobozou Town Council,Chiephobozou Town Council,7,0
2516,13,Nagaland,276220,2,Chozuba Town Council,Chozuba Town Council,7,0
2517,13,Nagaland,249721,3,Chumukedima Town Council,Chumukedima Town Council,7,801458
2518,13,Nagaland,249720,2,Dimapur Municipal Council,Dimapur Municipal Council,5,801457
2519,13,Nagaland,276217,6,East Dimapur Town Council,East Dimapur Town Council,7,0
2520,13,Nagaland,253205,1,Jalukie Town Council,Jalukie Town Council,7,801467
2521,13,Nagaland,253202,2,Kiphire Town Council,Kiphire Town Council,7,801464
2522,13,Nagaland,249722,3,Kohima Municipal Council,Kohima Municipal Council,5,801466
2523,13,Nagaland,276218,2,Longkhim Town Council,Longkhim Town Council,7,0
2524,13,Nagaland,253201,1,Longleng Town Council,Longleng Town Council,7,801463
2525,13,Nagaland,276221,1,Mangkolemba Town Council,Mangkolemba Town Council,7,0
2526,13,Nagaland,253213,3,Medziphema Town Council,Medziphema Town Council,7,801459
2527,13,Nagaland,276222,5,Meluri Town Council,Meluri Town Council,7,0
2528,13,Nagaland,249717,2,Mokokchung Municipal Council,Mokokchung Municipal Council,5,801454
2529,13,Nagaland,249715,1,Mon Town Council,Mon Town Council,7,801451
2530,13,Nagaland,253203,1,Naginimora Town Council,Naginimora Town Council,7,801450
2531,13,Nagaland,299083,3,Niuland Town Council,Niuland Town Council,7,0
2532,13,Nagaland,276223,4,Noklak Town Council,Noklak Town Council,7,0
2533,13,Nagaland,253204,1,Peren Town Council,Peren Town Council,7,801468
2534,13,Nagaland,253210,4,Pfutsero Town Council,Pfutsero Town Council,7,801461
2535,13,Nagaland,249723,3,Phek Town Council,Phek Town Council,7,801460
2536,13,Nagaland,276224,2,Pungro Town Council,Pungro Town Council,7,0
2537,13,Nagaland,299087,1,Satakha Town Council,Satakha Town Council,7,0
2538,13,Nagaland,299082,3,Seyochung Town Council,Seyochung Town Council,7,0
2539,13,Nagaland,276225,3,Shamator Town Council,Shamator Town Council,7,0
2540,13,Nagaland,299084,1,Tamlu Town Council,Tamlu Town Council,7,0
2541,13,Nagaland,276226,1,Tening Town Council,Tening Town Council,7,0
2542,13,Nagaland,276227,1,Tizit Town Council,Tizit Town Council,7,0
2543,13,Nagaland,276228,1,Tobu Town Council,Tobu Town Council,7,0
2544,13,Nagaland,253209,4,Tseminyu Town Council,Tseminyu Town Council,7,801465
2545,13,Nagaland,249716,2,Tuensang Town Council,Tuensang Town Council,7,801462
2546,13,Nagaland,253206,2,Tuli Town Council,Tuli Town Council,7,801452
2547,13,Nagaland,249719,1,Wokha Town Council,Wokha Town Council,7,801456
2548,13,Nagaland,249718,2,Zunheboto Town Council,Zunheboto Town Council,7,801455
2549,21,Odisha,250476,3,Anandapur,Anandapur,5,801824
2550,21,Odisha,248140,2,Anugul,Anugul,5,801851
2551,21,Odisha,250529,1,Asika,Asika,6,801868
2552,21,Odisha,250498,1,Athagad,Athagad,6,801842
2553,21,Odisha,248142,1,Athamallik,Athamallik,6,801852
2554,21,Odisha,259705,1,Attabira,Attabira,6,0
2555,21,Odisha,250555,2,Balangir,Balangir,5,801890
2556,21,Odisha,250486,1,Baleshwar,Baleshwar,5,801833
2557,21,Odisha,263005,1,Baliguda,BALIGUDA,6,0
2558,21,Odisha,250576,2,Balimela,Balimela,6,801909
2559,21,Odisha,250517,2,Balugaon,Balugaon,6,801857
2560,21,Odisha,250519,1,Banapur,Banapur,6,801858
2561,21,Odisha,250500,1,Banki,Banki,6,801841
2562,21,Odisha,250447,1,Barapali,Barapali,6,801804
2563,21,Odisha,250469,1,Barbil,Barbil,5,801821
2564,21,Odisha,250448,1,Bargarh,Bargarh,5,801805
2565,21,Odisha,250481,1,Baripada,Baripada,5,801828
2566,21,Odisha,250489,2,Basudebpur,Basudebpur,5,801836
2567,21,Odisha,250527,2,Bellaguntha,Bellaguntha,6,801866
2568,21,Odisha,250450,1,Belpahar,Belpahar,5,801806
2569,21,Odisha,250543,3,Berhampur,Berhampur,4,801881
2570,21,Odisha,250487,1,Bhadrak,Bhadrak,5,801835
2571,21,Odisha,250526,2,Bhanjanagar,Bhanjanagar,6,801865
2572,21,Odisha,250558,2,Bhawanipatna,Bhawanipatna,5,801897
2573,21,Odisha,248059,4,Bhuban,Bhuban,6,801848
2574,21,Odisha,250520,5,Bhubaneswar,Bhubaneswar,4,801859
2575,21,Odisha,276628,1,Bijepur,BIJEPUR,6,0
2576,21,Odisha,250551,1,Binika,Binika,6,801887
2577,21,Odisha,250462,2,Biramitrapur,Biramitrapur,5,801818
2578,21,Odisha,250548,2,Boudhgarh,Boudhgarh,6,801886
2579,21,Odisha,250451,2,Brajarajnagar,Brajarajnagar,5,801807
2580,21,Odisha,250525,1,Buguda,Buguda,6,801864
2581,21,Odisha,263000,1,Champua,CHAMPUA,6,0
2582,21,Odisha,276631,1,Chandabali,Chandabali,6,0
2583,21,Odisha,250537,1,Chhatrapur,Chhatrapur,6,801874
2584,21,Odisha,250540,3,Chikiti,Chikiti,6,801880
2585,21,Odisha,250494,1,Choudwar,Choudwar,5,801843
2586,21,Odisha,250501,1,Cuttack,Cuttack,4,801844
2587,21,Odisha,262987,2,Dasapalla,DASAPALLA,6,0
2588,21,Odisha,250457,2,Debagarh,Debagarh,5,801814
2589,21,Odisha,276632,1,Dhamanagar,Dhamanagar,6,801834
2590,21,Odisha,263009,2,Dharmagarh,DHARMAGARH,6,0
2591,21,Odisha,248060,2,Dhenkanal,Dhenkanal,5,801849
2592,21,Odisha,250541,1,Digapahandi,Digapahandi,6,801879
2593,21,Odisha,250538,1,Ganjam,Ganjam,6,801875
2594,21,Odisha,250539,2,Gopalpur,Gopalpur,6,801878
2595,21,Odisha,250563,1,Gudari,Gudari,6,801901
2596,21,Odisha,250547,1,G. Udayagiri,G. Udayagiri,6,801885
2597,21,Odisha,250564,2,Gunupur,Gunupur,5,801900
2598,21,Odisha,259680,1,Hindol,Hindol,6,0
2599,21,Odisha,250542,2,Hinjilicut,Hinjilicut,5,801877
2600,21,Odisha,263336,1,Jagatsinghpur,Jagatsinghpur,5,801840
2601,21,Odisha,250503,1,Jajapur,Jajapur,5,801846
2602,21,Odisha,250482,2,Jaleswar,Jaleswar,5,801829
2603,21,Odisha,250516,1,Jatani,Jatani,5,801856
2604,21,Odisha,250574,2,Jeypur,Jeypur,5,801906
2605,21,Odisha,250452,1,Jharsuguda,Jharsuguda,5,801808
2606,21,Odisha,250471,1,Joda,Joda,5,801822
2607,21,Odisha,250560,1,Junagarh,Junagarh,6,801898
2608,21,Odisha,248058,3,Kamakhyanagar,Kamakhyanagar,6,801847
2609,21,Odisha,250552,2,Kantabanji,Kantabanji,6,801892
2610,21,Odisha,250480,1,Karanjia,Karanjia,6,801826
2611,21,Odisha,250545,2,Kasinagar,Kasinagar,6,801882
2612,21,Odisha,250532,1,Kavisurjyanagar,Kavisurjyanagar,6,801869
2613,21,Odisha,250491,1,Kendrapara,Kendrapara,5,801838
2614,21,Odisha,250474,3,Kendujhar,Kendujhar,5,801823
2615,21,Odisha,250559,2,Kesinga,Kesinga,6,801896
2616,21,Odisha,250535,2,Khalikote,Khalikote,6,801872
2617,21,Odisha,250510,1,Khandapada,Khandapada,6,801853
2618,21,Odisha,250557,1,Khariar,Khariar,6,801895
2619,21,Odisha,250556,1,Khariar Road,Khariar Road,6,801894
2620,21,Odisha,250514,2,Khordha,Khordha,5,801855
2621,21,Odisha,250453,2,Kochinda,Kochinda,6,801809
2622,21,Odisha,250534,2,Kodala,Kodala,6,801871
2623,21,Odisha,250523,1,Konark,Konark,6,801862
2624,21,Odisha,250571,2,Koraput,Koraput,5,801905
2625,21,Odisha,250570,1,Kotpad,Kotpad,6,801904
2626,21,Odisha,263345,3,Malkangiri,Malkangiri,5,801908
2627,21,Odisha,250569,1,Nabarangapur,Nabarangapur,5,801903
2628,21,Odisha,250512,2,Nayagarh,ନୟାଗଡ଼,5,801854
2629,21,Odisha,250484,1,Nilagiri,Nilagiri,6,801831
2630,21,Odisha,250522,3,Nimapada,Nimapada,6,801861
2631,21,Odisha,259201,4,Nuapada,Nuapada,6,0
2632,21,Odisha,276434,2,Odogaon,ODOGAON,6,0
2633,21,Odisha,250446,2,Padmapur,Padmapur,6,801803
2634,21,Odisha,263324,1,Paradeep,Paradeep,5,801839
2635,21,Odisha,250544,2,Paralakhemundi,Paralakhemundi,5,801883
2636,21,Odisha,250554,2,Patnagarh,Patnagarh,6,801891
2637,21,Odisha,250490,2,Pattamundai,Pattamundai,5,801837
2638,21,Odisha,250546,3,Phulabani,Phulabani,5,801884
2639,21,Odisha,250521,2,Pipili,Pipili,6,801860
2640,21,Odisha,250533,1,Polasara,Polasara,6,801870
2641,21,Odisha,250524,2,Puri,Puri,5,801863
2642,21,Odisha,250531,2,Purusottampur,Purusottampur,6,801876
2643,21,Odisha,250478,2,Rairangpur,Rairangpur,5,801825
2644,21,Odisha,250459,2,Rajagangapur,Rajagangapur,5,801816
2645,21,Odisha,250536,2,Rambha,Rambha,6,801873
2646,21,Odisha,262994,1,Ranapur,Ranapur,6,0
2647,21,Odisha,250467,8,Raurkela,Raurkela,4,801819
2648,21,Odisha,250565,2,Rayagada,Rayagada,5,801899
2649,21,Odisha,250454,1,Redhakhol,Redhakhol,6,801812
2650,21,Odisha,300314,4,Remuna,ରେମୁଣା,6,0
2651,21,Odisha,253100,7,Sambalpur,Sambalpur,4,801813
2652,21,Odisha,250550,2,Sonapur,Sonapur,5,801888
2653,21,Odisha,250485,2,Soro,Soro,5,801832
2654,21,Odisha,250573,2,Sunabeda,Sunabeda,5,801907
2655,21,Odisha,250458,1,Sundargarh,Sundargarh,5,801815
2656,21,Odisha,250528,1,Surada,Surada,6,801867
2657,21,Odisha,248141,1,Talcher,Talcher,5,801850
2658,21,Odisha,250549,1,Tarbha,Tarbha,6,801889
2659,21,Odisha,250553,4,Titlagarh,Titlagarh,5,801893
2660,21,Odisha,263006,4,Tusura,TUSURA,6,0
2661,21,Odisha,250479,1,Udala,Udala,6,801827
2662,21,Odisha,250567,3,Umarkote,Umarkote,5,801902
2663,21,Odisha,250502,2,Vyasanagar,Vyasanagar,5,801845
2664,34,Puducherry,253096,3,Karaikal,Karaikal,5,804040
2665,34,Puducherry,253095,3,Mahe,Mahe,5,804039
2666,34,Puducherry,253093,2,Ozhukarai,Ozhukarai,5,804037
2667,34,Puducherry,253094,3,Pondicherry,Pondicherry,5,804036
2668,34,Puducherry,253092,3,Yanam,Yanam,5,804035
2669,3,Punjab,248355,4,Abohar,Abohar,4,800214
2670,3,Punjab,248294,3,Adampur,Adampur,5,800168
2671,3,Punjab,299458,3,Adda Devigarh,ਅੱਡਾ ਦੇਵੀਗੜ੍ਹ,7,0
2672,3,Punjab,248382,6,Ahmedgarh,Ahmedgarh,5,800269
2673,3,Punjab,248269,3,Ajnala,Ajnala,5,800247
2674,3,Punjab,248295,3,Alawalpur,Alawalpur,5,800167
2675,3,Punjab,273471,4,Amargarh,ਅਮਰਗੜ੍ਹ,7,0
2676,3,Punjab,248330,10,Amloh,Amloh,5,800186
2677,3,Punjab,248273,12,Amritsar,Amritsar,4,800252
2678,3,Punjab,248317,3,Anandpur Sahib,ਅਨੰਦਪੁਰ ਸਾਹਿਬ,5,800257
2679,3,Punjab,277198,2,Arniwala Shekh Suban,ਅਰਨ੍ਹੀਵਾਲਾ ਸ਼ੇਖ ਸੁਬਾਨ,7,0
2680,3,Punjab,299457,3,Baba Bakala,ਬਾਬਾ ਬਕਾਲਾ,7,0
2681,3,Punjab,248344,2,Badhni Kalan,ਬੰਧਨੀ ਕਲਾਂ,7,800200
2682,3,Punjab,248315,7,Balachaur,Balachaur,5,0
2683,3,Punjab,248312,4,Banga,Banga,5,800180
2684,3,Punjab,248404,5,Banur,Banur,5,800265
2685,3,Punjab,248374,4,Bareta,Bareta,5,800233
2686,3,Punjab,248358,3,Bariwala,ਬਰੀਵਾਲਾ,7,800218
2687,3,Punjab,248378,6,Barnala,Barnala,5,800281
2688,3,Punjab,248327,5,Bassi Pathana,Bassi Pathana,5,800184
2689,3,Punjab,248264,7,Batala,Batala,4,800149
2690,3,Punjab,248367,6,Bathinda,Bathinda,4,800226
2691,3,Punjab,248280,2,Begowal,ਬੇਗੋਵਾਲ,7,800154
2692,3,Punjab,248377,3,Bhadaur,Bhadaur,5,800285
2693,3,Punjab,261762,3,Bhadson,ਭਾਦਸੋਂ,7,0
2694,3,Punjab,248345,7,Bhagha Purana,Bhagha Purana,5,800201
2695,3,Punjab,276562,5,Bhagta Bhai Ka Nagar Panchayat,ਭਗਤਾ ਭਾਈਕਾ,7,0
2696,3,Punjab,260770,3,Bhai Rupa,ਭਾਈ ਰੂਪਾ,7,0
2697,3,Punjab,248387,5,Bhawanigarh,Bhawanigarh,5,800272
2698,3,Punjab,248375,4,Bhikhi,ਭੀਖੀ,7,800235
2699,3,Punjab,248275,2,Bhikhiwind,ਭੀਖੀਵਿੰਡ,7,0
2700,3,Punjab,248298,7,Bhogpur,Bhogpur,5,800170
2701,3,Punjab,248366,3,Bhucho Mandi,Bhucho Mandi,5,800224
2702,3,Punjab,248281,2,Bhulath,ਭੁਲੱਥ,7,800153
2703,3,Punjab,277200,3,Bilga,ਬਿਲਗਾ,7,0
2704,3,Punjab,277199,1,Boha,ਬੋਹਾ,7,0
2705,3,Punjab,248373,4,Budhlada,Budhlada,5,800234
2706,3,Punjab,261450,5,Chamkaur Sahib,ਚਮਕੌਰ ਸਾਹਿਬ,7,0
2707,3,Punjab,248388,3,Cheema,ਚੀਮਾਂ,7,800275
2708,3,Punjab,248300,6,Dasua,Dasua,5,800172
2709,3,Punjab,248267,5,Dera Baba Nanak,Dera Baba Nanak,5,800152
2710,3,Punjab,248405,12,Dera Bassi,Dera Bassi,5,800268
2711,3,Punjab,248381,5,Dhanaula,Dhanaula,5,800283
2712,3,Punjab,248346,7,Dharamkot,Dharamkot,5,800203
2713,3,Punjab,248262,4,Dhariwal,Dhariwal,5,800147
2714,3,Punjab,248282,1,Dhilwan,ਢਿੱਲਵਾਂ,7,800156
2715,3,Punjab,248384,4,Dhuri,Dhuri,5,800271
2716,3,Punjab,248259,6,Dinanagar,Dinanagar,5,800145
2717,3,Punjab,248389,3,Dirba,ਦਿੜ੍ਹਬਾ,7,800277
2718,3,Punjab,248337,4,Doraha,Doraha,5,800194
2719,3,Punjab,248360,4,Faridkot,Faridkot,5,800219
2720,3,Punjab,248263,9,Fatehgarh Churian,Fatehgarh Churian,5,800148
2721,3,Punjab,276647,2,Fatehgarh Panjtoor,ਫਤਿਹਗੜ੍ਹ ਪੰਜਤੂਰ,7,0
2722,3,Punjab,248354,5,Fazilka,Fazilka,5,800213
2723,3,Punjab,248351,7,Firozpur,Firozpur,5,800207
2724,3,Punjab,248301,5,Gardhiwala,Gardhiwala,5,800173
2725,3,Punjab,248311,3,Garhshankar,Garhshankar,5,800179
2726,3,Punjab,248394,2,Ghagga,ਘੱਗਾ,7,800239
2727,3,Punjab,248402,1,Ghanaur,ਘਨੌਰ,7,800244
2728,3,Punjab,299456,2,Gharuan,ਘੰੜੂਆਂ,7,0
2729,3,Punjab,248357,5,Giddarbaha,Giddarbaha,5,800216
2730,3,Punjab,248329,4,Gobindgarh,Gobindgarh,5,800187
2731,3,Punjab,248364,3,Goniana,Goniana,5,800225
2732,3,Punjab,248292,3,Goraya,Goraya,5,800162
2733,3,Punjab,248260,18,Gurdaspur,Gurdaspur,5,800146
2734,3,Punjab,248352,8,Guru Har Sahai,Guru Har Sahai,5,800211
2735,3,Punjab,248379,2,Handiaya,ਹੰਡਿਆਇਆ,7,800282
2736,3,Punjab,248306,4,Hariana,Hariana,5,800175
2737,3,Punjab,248308,3,Hoshiarpur,Hoshiarpur,4,800176
2738,3,Punjab,248343,3,Jagraon,Jagraon,5,800199
2739,3,Punjab,248362,3,Jaitu,Jaitu,5,800221
2740,3,Punjab,248353,5,Jalalabad,Jalalabad,5,800212
2741,3,Punjab,248296,4,Jalandhar,Jalandhar,4,800166
2742,3,Punjab,248272,4,Jandiala Guru,Jandiala Guru,5,800251
2743,3,Punjab,262906,3,Joga,ਜੋਗਾ,7,0
2744,3,Punjab,248283,5,Kapurthala,Kapurthala,4,800155
2745,3,Punjab,248299,5,Kartarpur,Kartarpur,5,800169
2746,3,Punjab,248331,2,Khamanon,ਖਮਾਣੋਂ,7,800188
2747,3,Punjab,248393,3,Khanauri,ਖਨੌਰੀ,7,800280
2748,3,Punjab,248334,4,Khanna,Khanna,5,800191
2749,3,Punjab,248324,16,Kharar,Kharar,5,800263
2750,3,Punjab,248276,1,Khemkaran,ਖੇਮਕਰਨ,7,800256
2751,3,Punjab,261446,2,Kiratpur Sahib,ਕੀਰਤਪੁਰ ਸਾਹਿਬ,7,0
2752,3,Punjab,248369,3,Kot Fatta,Kot Fatta,5,800228
2753,3,Punjab,260780,3,Kotha Guru,ਕੋਠਾ ਗੁਰੂ,7,0
2754,3,Punjab,262989,2,Kot Ise Khan,ਕੋਟ ਈਸੇ ਖਾਂ,7,0
2755,3,Punjab,248361,4,Kot Kapura,Kot Kapura,5,800220
2756,3,Punjab,260782,2,Kot Shamir,ਕੋਟ ਸ਼ਮੀਰ,7,0
2757,3,Punjab,248321,7,Kurali,Kurali,5,800262
2758,3,Punjab,277203,4,Lalru,LALRU,5,0
2759,3,Punjab,248391,5,Lehragaga,Lehragaga,5,800278
2760,3,Punjab,260778,2,Lehra Mohabat,ਲਹਿਰਾ ਮੁਹੱਬਤ,7,0
2761,3,Punjab,248287,1,Lohian Khas,ਲੋਹੀਆਂ ਖਾਸ,7,800159
2762,3,Punjab,248385,4,Longowal,Longowal,5,800274
2763,3,Punjab,248338,6,Ludhiana,Ludhiana,4,800196
2764,3,Punjab,248333,3,Machhiwara,Machhiwara,5,800189
2765,3,Punjab,248310,2,Mahilpur,ਮਹਿਲਪੁਰ,7,800178
2766,3,Punjab,248271,4,Majitha,ਮਜੀਠਾ,7,800249
2767,3,Punjab,248348,1,Makhu,ਮੱਖੂ,7,800204
2768,3,Punjab,248383,8,Malerkotla,Malerkotla,5,800270
2769,3,Punjab,253222,2,Mallanwala,ਮੱਲਾਂਵਾਲਾ,7,0
2770,3,Punjab,248335,1,Maloud,ਮਲੌਦ,7,800193
2771,3,Punjab,248356,5,Malout,Malout,5,800215
2772,3,Punjab,260781,3,Maluka,ਮਲੂਕਾ,7,0
2773,3,Punjab,277197,2,Mamdot,ਮਮਦੋਟ,7,0
2774,3,Punjab,248376,6,Mansa,Mansa,5,800236
