S.No.,State Code,State Name,Local Body Code,Local Body Version,Local Body Name (In English),Local Body Name (In Local),Localbody Type Code,Census 2011 Code
1023,2,Himachal Pradesh,248046,6,Chamba,Chamba,5,800091
1024,2,Himachal Pradesh,297013,3,Chirgaon,Chirgaon,7,0
1025,2,Himachal Pradesh,248250,2,Chopal,Chopal,7,800139
1026,2,Himachal Pradesh,276627,4,Chowari,Chowari,7,800090
1027,2,Himachal Pradesh,248044,2,Dalhousie,Dalhousie,5,800088
1028,2,Himachal Pradesh,248231,2,Daulatpur,Daulatpur,7,800113
1029,2,Himachal Pradesh,276626,3,Dehra,Dera Gopipur,5,800097
1030,2,Himachal Pradesh,248211,7,Dharamshala,Dharamshala,4,800093
1031,2,Himachal Pradesh,248232,1,Gagret,Gagret,7,800114
1032,2,Himachal Pradesh,248236,4,Ghumarwin,Ghumarwin,5,800118
1033,2,Himachal Pradesh,248229,2,Hamirpur,Hamirpur,5,800111
1034,2,Himachal Pradesh,248216,4,Jawalamukhi,Jawalamukhi,5,800098
1035,2,Himachal Pradesh,275535,7,Jawali,Jawali,7,0
1036,2,Himachal Pradesh,248222,2,Jogindarnagar,Jogindarnagar,5,800104
1037,2,Himachal Pradesh,248251,2,Jubbal,Jubbal,7,800140
1038,2,Himachal Pradesh,297010,1,Kandaghat,Kandaghat,7,0
1039,2,Himachal Pradesh,248213,2,Kangra,Kangra,5,800095
1040,2,Himachal Pradesh,276625,6,Karsog,Karsog,7,0
1041,2,Himachal Pradesh,248252,6,Kotkhai,Kotkhai,7,800141
1042,2,Himachal Pradesh,248219,1,Kullu,Kullu,5,800101
1043,2,Himachal Pradesh,248218,2,Manali,Manali,5,800100
1044,2,Himachal Pradesh,248225,14,Mandi,Mandi,4,800107
1045,2,Himachal Pradesh,248234,2,Mehatpur Basdehra,Mehatpur Basdehra,5,800116
1046,2,Himachal Pradesh,248228,1,Nadaun,Nadaun,7,800110
1047,2,Himachal Pradesh,248214,2,Nagrota Bagwan,Nagrota Bagwan,5,800096
1048,2,Himachal Pradesh,248043,2,Nahan,Nahan,5,800131
1049,2,Himachal Pradesh,248238,2,Naina Devi,Naina Devi,5,800120
1050,2,Himachal Pradesh,248241,1,Nalagarh,Nalagarh,5,800123
1051,2,Himachal Pradesh,248246,1,Narkanda,Narkanda,7,800134
1052,2,Himachal Pradesh,274794,5,Nerchowk,Nerchowk,5,0
1053,2,Himachal Pradesh,297014,1,Nerwa,Nerwa,7,0
1054,2,Himachal Pradesh,297011,1,Nirmand,Nirmand,7,0
1055,2,Himachal Pradesh,248210,3,Nurpur,Nurpur,5,800092
1056,2,Himachal Pradesh,248217,24,Palampur,Palampur,4,800099
1057,2,Himachal Pradesh,248045,2,Paonta Sahib,Paonta Sahib,5,800132
1058,2,Himachal Pradesh,248243,3,Parwanoo,Parwanoo,5,800126
1059,2,Himachal Pradesh,248047,2,Rajgarh,Rajgarh,7,800130
1060,2,Himachal Pradesh,248245,5,Rampur,Rampur,5,800133
1061,2,Himachal Pradesh,248226,1,Rawalsar,Rawalsar,7,800108
1062,2,Himachal Pradesh,248253,3,Rohru,Rohru,5,800142
1063,2,Himachal Pradesh,248235,2,Santokhgarh,Santokhgarh,5,800117
1064,2,Himachal Pradesh,248223,2,Sarkaghat,Sarkaghat,5,800105
1065,2,Himachal Pradesh,297015,3,Shahpur,Shahpur,7,0
1066,2,Himachal Pradesh,248248,10,Shimla,Shimla,4,800137
1067,2,Himachal Pradesh,248244,2,Solan,Solan,4,800128
1068,2,Himachal Pradesh,248224,2,Sundernagar,Sundernagar,5,800106
1069,2,Himachal Pradesh,248247,3,Suni,Suni,7,800135
1070,2,Himachal Pradesh,276639,1,Tahliwal,Tahliwal,7,0
1071,2,Himachal Pradesh,248237,2,Talai,Talai,7,800119
1072,2,Himachal Pradesh,248249,6,Theog,Theog,5,800138
1073,2,Himachal Pradesh,248227,2,Tira Sujanpur,Tira Sujanpur,5,800109
1074,2,Himachal Pradesh,248233,1,Una,Una,5,800115
1075,1,Jammu And Kashmir,248194,20,Jammu Municipal Corporation,Jammu Municipal Corporation,4,800071
1076,1,Jammu And Kashmir,248172,3,Municipal Committee Achabal,Municipal Committee Achabal,5,800034
1077,1,Jammu And Kashmir,248192,3,Municipal Committee Akhnoor,Municipal Committee Akhnoor,5,800069
1078,1,Jammu And Kashmir,248198,3,Municipal Committee Arnia,Municipal Committee Arnia,5,800076
1079,1,Jammu And Kashmir,296990,2,Municipal Committee Ashmuqam,Municipal Committee Ashmuqam,5,0
1080,1,Jammu And Kashmir,248165,4,Municipal Committee Awantipora,Municipal Committee Awantipora,5,800024
1081,1,Jammu And Kashmir,248036,4,Municipal Committee Banihal,Municipal Committee Banihal,5,800051
1082,1,Jammu And Kashmir,248199,2,Municipal Committee Bari Brahmana,Municipal Committee Bari Brahmana,5,800077
1083,1,Jammu And Kashmir,276585,1,Municipal Committee Basohli,Municipal Committee Basohli,5,0
1084,1,Jammu And Kashmir,248039,3,Municipal Committee Batote,Municipal Committee Batote,5,800053
1085,1,Jammu And Kashmir,248158,4,Municipal Committee Beerwah,Municipal Committee Beerwah,5,800017
1086,1,Jammu And Kashmir,248040,3,Municipal Committee Bhaderwah,Municipal Committee Bhaderwah,5,800050
1087,1,Jammu And Kashmir,248169,3,Municipal Committee Bijbehara,Municipal Committee Bijbehara,5,800030
1088,1,Jammu And Kashmir,248204,3,Municipal Committee Billawar,Municipal Committee Billawar,5,800081
1089,1,Jammu And Kashmir,248197,4,Municipal Committee Bishnah,Municipal Committee Bishnah,5,800075
1090,1,Jammu And Kashmir,253136,4,Municipal Committee Chadoora,Municipal Committee Chadoora,5,800020
1091,1,Jammu And Kashmir,276588,1,Municipal Committee Chenani,Municipal Committee Chenani,5,0
1092,1,Jammu And Kashmir,248161,5,Municipal Committee Chrari Sharief,Municipal Committee Chrari Sharief,5,800021
1093,1,Jammu And Kashmir,296987,1,Municipal Committee Devsar,Municipal Committee Devsar,5,0
1094,1,Jammu And Kashmir,248176,4,Municipal Committee Dooru Verinag,Municipal Committee Dooru Verinag,5,800039
1095,1,Jammu And Kashmir,296989,2,Municipal Committee Frisal,Municipal Committee Frisal,5,0
1096,1,Jammu And Kashmir,248195,4,Municipal Committee Ghou-Manhasan,Municipal Committee Ghou-Manhasan,5,800073
1097,1,Jammu And Kashmir,248154,3,Municipal Committee Gulmarg Tangmarg,Municipal Committee Gulmarg Tangmarg,5,800009
1098,1,Jammu And Kashmir,248147,3,Municipal Committee Hajin,Municipal Committee Hajin,5,800011
1099,1,Jammu And Kashmir,248035,5,Municipal Committee Handwara,Municipal Committee Handwara,5,800002
1100,1,Jammu And Kashmir,276594,1,Municipal Committee Hiranagar,Municipal Committee Hiranagar,5,0
1101,1,Jammu And Kashmir,248191,5,Municipal Committee Jourian,Municipal Committee Jourian,5,800068
1102,1,Jammu And Kashmir,296984,2,Municipal Committee Kalakote,Municipal Committee Kalakote,5,0
1103,1,Jammu And Kashmir,276591,3,Municipal Committee Katra,Municipal Committee Katra,5,0
1104,1,Jammu And Kashmir,248160,6,Municipal Committee Khansahib,Municipal Committee Khansahib,5,800018
1105,1,Jammu And Kashmir,248193,5,Municipal Committee Khour,Municipal Committee Khour,5,800070
1106,1,Jammu And Kashmir,248163,2,Municipal Committee Khrew,Municipal Committee Khrew,5,800023
1107,1,Jammu And Kashmir,248173,3,Municipal Committee Kokernag,Municipal Committee Kokernag,5,800037
1108,1,Jammu And Kashmir,248153,4,Municipal Committee Kunzer,Municipal Committee Kunzer,5,800008
1109,1,Jammu And Kashmir,276584,1,Municipal Committee Lakhanpur,Municipal Committee Lakhanpur,5,0
1110,1,Jammu And Kashmir,248139,5,Municipal Committee Langate,Municipal Committee Langate,5,0
1111,1,Jammu And Kashmir,248157,4,Municipal Committee Magam,Municipal Committee Magam,5,800016
1112,1,Jammu And Kashmir,248170,3,Municipal Committee Mattan,Municipal Committee Mattan,5,800032
1113,1,Jammu And Kashmir,276593,1,Municipal Committee Nowshera,Municipal Committee Nowshera,5,0
1114,1,Jammu And Kashmir,248168,3,Municipal Committee Pahalgam,Municipal Committee Pahalgam,5,800028
1115,1,Jammu And Kashmir,248162,3,Municipal Committee Pampore,Municipal Committee Pampore,5,800022
1116,1,Jammu And Kashmir,276586,4,Municipal Committee Parole,Municipal Committee Parole,5,0
1117,1,Jammu And Kashmir,248150,3,Municipal Committee Pattan,Municipal Committee Pattan,5,800005
1118,1,Jammu And Kashmir,248175,3,Municipal Committee Qazigund,Municipal Committee Qazigund,5,800038
1119,1,Jammu And Kashmir,248203,4,Municipal Committee Ramgarh,Municipal Committee Ramgarh,5,800080
1120,1,Jammu And Kashmir,276589,1,Municipal Committee Ramnagar,Municipal Committee Ramnagar,5,0
1121,1,Jammu And Kashmir,248196,3,Municipal Committee R S Pura,Municipal Committee R S Pura,5,800074
1122,1,Jammu And Kashmir,296991,2,Municipal Committee Seer Hamdan,Municipal Committee Seer Hamdan,5,0
1123,1,Jammu And Kashmir,248148,2,Municipal Committee Sumbal,Municipal Committee Sumbal,5,800012
1124,1,Jammu And Kashmir,248190,4,Municipal Committee Sunderbani,Municipal Committee Sunderbani,5,800067
1125,1,Jammu And Kashmir,253142,2,Municipal Committee Surankote,Municipal Committee Surankote,5,800063
1126,1,Jammu And Kashmir,248187,5,Municipal Committee Thanamandi,Municipal Committee Thanamandi,5,800064
1127,1,Jammu And Kashmir,254926,5,Municipal Committee Thathri,Municipal Committee Thathri,5,0
1128,1,Jammu And Kashmir,248164,3,Municipal Committee Tral,Municipal Committee Tral,5,800025
1129,1,Jammu And Kashmir,248152,4,Municipal Committee Uri,Municipal Committee Uri,5,800007
1130,1,Jammu And Kashmir,248201,3,Municipal Committee Vijaypur,Municipal Committee Vijaypur,5,800078
1131,1,Jammu And Kashmir,296985,4,Municipal Committee Watergam,Municipal Committee Watergam,5,0
1132,1,Jammu And Kashmir,296988,2,Municipal Committee Yaripora,Municipal Committee Yaripora,5,0
1133,1,Jammu And Kashmir,248171,5,Municipal Council Anantnag,Municipal Council Anantnag,6,800033
1134,1,Jammu And Kashmir,248146,5,Municipal Council Bandipora,Municipal Council Bandipora,6,800010
1135,1,Jammu And Kashmir,248151,4,Municipal Council Baramulla,Municipal Council Baramulla,6,800006
1136,1,Jammu And Kashmir,248159,7,Municipal Council Budgam,Municipal Council Budgam,6,800019
1137,1,Jammu And Kashmir,248038,4,Municipal Council Doda,Municipal Council Doda,6,800049
1138,1,Jammu And Kashmir,248155,4,Municipal Council Ganderbal,Municipal Council Ganderbal,6,800015
1139,1,Jammu And Kashmir,276581,3,Municipal Council Kathua,Municipal Council Kathua,6,0
1140,1,Jammu And Kashmir,248041,4,Municipal Council Kishtwar,Municipal Council Kishtwar,6,800054
